planet_name,host_star_name,orbital_period_day,orbit_semi_major_axis_au,planet_rad_earth_rad,planet_rad_jup_rad,planet_mass_earth_mass,planet_mass_jup_mass,Eccentricity,planet_equil_temp_k,spectral_type,stellar_effective_temp_k,stellar_rad_solar_rad,stellar_mass_solar_mass,distance_parsec,stellar_surf_grav,declination_deg,discovery_method
TOI-1268 b,TOI-1268,8.15772335,0.069075,8.55475,0.76325,96.4,0.30331,0.12125,919,K V,5267.75,0.875,0.915,109.557,4.5275,62.3053799,Transit
TOI-1272 b,TOI-1272,3.31599,0.0412,4.14,0.369,24.6,0.0774,0.338,961,,4985,0.79,0.85,137.572,4.55,49.8610591,Transit
TOI-1272 c,TOI-1272,8.689,0.0783,,,26.7,0.08401,0.35,697,,4985,0.79,0.85,137.572,4.55,49.8610591,Radial Velocity
TOI-1273 b,TOI-1273,4.631296,0.0549,11.097,0.99,70.55791,0.222,0.055,1211,,5690,1.06,1.06,177.118,4.37,58.3902534,Transit
TOI-1278 b,TOI-1278,14.47567,0.095,12.218,1.09,5879.82553,18.5,0.013,,M0 V,3799,0.57,0.54,75.5759,4.68,35.648625,Transit
TOI-1288 b,TOI-1288,2.6999075,0.0429,5.16,0.46,42,0.13215,0.064,1266,G V,5266,0.99,1.175,114.865,4.43,65.6087833,Transit
TOI-1288 c,TOI-1288,443,,,,84,0.26429,0.13,,G V,5225,1.01,0.89,114.865,4.24,65.6087833,Radial Velocity
TOI-1296 b,TOI-1296,3.94437215,0.0497,13.798,1.231,94.71287,0.298,0.055,1562,,5603,1.66,1.17,323.265,4.05,70.2384806,Transit
TOI-1298 b,TOI-1298,4.53715465,0.059,9.427,0.841,113.14691,0.356,0.032,1388,,5889,1.41,1.44,319.036,4.39,70.1900397,Transit
TOI-132 b,TOI-132,2.1096977,0.026,3.42,0.305,22.4,0.07048,0.059,1395,G8 V,5397,0.9,0.97,163.678,4.48,-43.436872,Transit
TOI-1333 b,TOI-1333,4.720219,0.0626,15.648,1.396,753.2571,2.37,0.073,1679,,6274,1.93,1.46,200.492,4.03,48.4067674,Transit
TOI-1338 b,TOI-1338 A,95.174,0.4607,6.85,0.611,27.4,0.086165,0.088,,F8,6050,1.335,1.13,399.017,4,-59.5409853,Transit
TOI-1338 c,TOI-1338 A,215.5,0.794,,,65.2,0.205,0.16,,F8,6050,1.34,1.13,399.017,,-59.5409853,Radial Velocity
TOI-1347 b,TOI-1347,0.84742346,,1.8,0.161,11.1,0.03492,0,1400,,5464,0.83,0.91,147.476,4.64,70.2900536,Transit
TOI-1347 c,TOI-1347,4.841962,,1.6,0.143,6.4,0.02014,0,1000,,5464,0.83,0.91,147.476,4.64,70.2900536,Transit
TOI-1386 b,TOI-1386,25.83839,0.1732,6.053,0.54,47.0386,0.148,0.061,676,G5V,5793,1.01,1.04,146.858,4.44,54.3190454,Transit
TOI-1386 c,TOI-1386,227.6,0.739,,,98.20898,0.309,0.27,327,G5V,5793,1.01,1.04,146.858,4.44,54.3190454,Radial Velocity
TOI-139 b,TOI-139,11.07085,,2.457,0.219,,,,561,,4570,0.7,0.69,42.4061,4.71,-34.9097131,Transit
TOI-1408 b,TOI-1408,4.424711,0.05804,16.813,1.5,537.13001,1.69,0.259,,,6306,1.27,1.33,139.484,4.35,72.5806455,Transit
TOI-1411 b,TOI-1411,1.4520358,0.023,1.36,0.121,,,,1136,,4266,0.66,0.59,32.4778,4.73,47.0555507,Transit
TOI-1416 b,TOI-1416,1.0697568,0.019,1.62,0.145,3.48,0.01095,0,1517,G9 V,4884,0.79,0.8,55.0135,4.52,41.9529862,Transit
TOI-1420 b,TOI-1420,6.9561063,0.071,11.89,1.061,25.1,0.07897,0.17,957,,5510,0.92,0.99,201.918,4.5,66.3490054,Transit
TOI-1422 b,TOI-1422,12.9972,0.108,3.96,0.353,9,0.02832,0.04,867,G2 V,5840,1.02,0.98,155.141,4.41,39.6392793,Transit
TOI-1431 b,TOI-1431,2.650237,0.046,16.701,1.49,991.62463,3.12,0.0022,2370,Am C,7690,1.92,1.9,148.925,4.15,55.5880221,Transit
TOI-1442 b,TOI-1442,0.4090677,0.0071,1.17,0.104,,,,1072,,3330,0.31,0.29,41.1659,4.92,74.1742762,Transit
TOI-1444 b,TOI-1444,0.4702694,,1.397,0.125,3.87,0.01218,0,,,5430,0.91,0.93,125.463,4.49,70.9437054,Transit
TOI-1444 c,TOI-1444,16.066,,,,11.8,0.03713,0,,,5430,0.91,0.93,125.463,4.49,70.9437054,Radial Velocity
TOI-1452 b,TOI-1452,11.06201,0.061,1.672,0.149,4.82,0.01517,0,326,M4 &#177 0.5 V,3185,0.28,0.25,30.5212,4.95,73.1951082,Transit
TOI-1467 b,TOI-1467,5.971143,0.051,1.833,0.164,,,,559,,3810,0.47,0.5,37.4418,4.79,49.2331382,Transit
TOI-1468 b,TOI-1468,1.8805136,,1.28,0.114,3.21,0.0101,,682,M3.0 V,3496,0.34,0.34,24.7399,5,19.2249195,Transit
TOI-1468 c,TOI-1468,15.532482,,2.064,0.184,6.64,0.02089,,338,M3.0 V,3496,0.34,0.34,24.7399,5,19.2249195,Transit
TOI-1470 b,TOI-1470,2.527093,0.0285,2.18,0.194,7.32,0.02303,0.3,734,M1.5 V,3709,0.47,0.47,51.9503,4.77,61.2133868,Transit
TOI-1470 c,TOI-1470,18.08816,0.106,2.47,0.22,7.24,0.02278,0.5,373,M1.5 V,3709,0.47,0.47,51.9503,4.77,61.2133868,Transit
TOI-1478 b,TOI-1478,10.1802782,0.0903,11.882,1.06,270.47333,0.851,0.024,918,,5597,1.05,0.95,152.892,4.37,-13.5595485,Transit
TOI-150.01,TOI-150,5.857416467,0.064335,14.7675,1.3175,676.9779,2.13,0.131,1448.5,F,6087,1.543333333,1.283333333,336.267,4.143333333,-73.6060358,Transit
TOI-1516 b,TOI-1516,2.056014,,15.244,1.36,1004.33777,3.16,,,F8 V,6520,1.14,1.14,247.054,4.25,69.5037313,Transit
TOI-1518 b,TOI-1518,1.9026087,0.0389,21.017,1.875,731.00534,2.3,0.01,2492,F0,7300,1.95,1.79,225.888,4.1,67.0348062,Transit
TOI-157 b,TOI-157,2.084540507,0.03138,14.415,1.286,375.0394,1.18,0,1588,G9 IV,5404,1.17,0.95,355.683,4.28,-76.6806061,Transit
TOI-1601 b,TOI-1601,5.331751,0.06864,13.888,1.239,314.6517,0.99,0.036,1619,,5948,2.19,1.52,336.608,3.94,41.0134321,Transit
TOI-163 b,TOI-163,4.2312102,0.058,16.69,1.489,387.7526,1.22,0,1669,F,6495,1.65,1.44,411.719,4.19,-71.8955269,Transit
TOI-1634 b,TOI-1634,0.989344033,0.015175,1.770666667,0.158,7.54,0.023723333,0.053333333,922,M2,3498,0.45,0.466666667,35.2736,4.803333333,37.1122803,Transit
TOI-1634 c,TOI-1634,103,,,,,,0,,,3472,0.45,0.45,35.2736,4.79,37.1122803,Radial Velocity
TOI-1669 b,TOI-1669,502,,,,182.11568,0.573,0.14,,,5542.3,,1,111.276,4.28,83.5874273,Radial Velocity
TOI-1670 b,TOI-1670,10.98462,0.103,2.06,0.184,41.31769,0.13,0.59,1062,F7 V,6170,1.32,1.21,168.067,4.29,72.1611806,Transit
TOI-1670 c,TOI-1670,40.74976,0.249,11.063,0.987,200.2319,0.63,0.09,684,F7 V,6170,1.32,1.21,168.067,4.29,72.1611806,Transit
TOI-1680 b,TOI-1680,4.8026345,0.03144,1.466,0.131,,,,404,M4.5+/-0.5,3225,0.21,0.18,37.2209,5.05,65.9738018,Transit
TOI-1685 b,TOI-1685,0.669140833,0.011557,1.619666667,0.144666667,3.433333333,0.0108,0,1063.333333,M3.0 V,3443,0.48,0.48,37.6153,4.826666667,43.0370395,Transit
TOI-169 b,TOI-169,2.2554463,0.03524,12.173,1.086,251.40353,0.791,0,1715,G1 V,5880,1.29,1.15,407.84,4.28,-75.1989452,Transit
TOI-1693 b,TOI-1693,1.7666957,0.0226,1.41,0.126,,,,764,,3499,0.46,0.49,30.7947,4.8,34.7730904,Transit
TOI-1694 b,TOI-1694,3.7701645,,5.449,0.486,26.1,0.08212,0,1137,,5100.7,0.82,0.84,124.68,4.595,66.3605956,Transit
TOI-1694 c,TOI-1694,389.2,,,,333.71983,1.05,0.18,,,5066.4,,0.84,124.68,4.53,66.3605956,Radial Velocity
TOI-1695 b,TOI-1695,3.13427905,0.033548,1.965,0.1755,5.93,0.018655,0.0485,644,M1 V,3670,0.525,0.525,45.1309,4.72,72.2966148,Transit
TOI-1696 b,TOI-1696,2.5003105,0.0232,3.165,0.2825,52.7,0.16581,0,511,M5V,3176.5,0.285,0.265,64.9172,4.96,48.8198312,Transit
TOI-1710 b,TOI-1710,24.2834055,0.162,5.245,0.468,23.35,0.07352,0.1725,730,G5 V,5697.5,0.96,0.985,81.2271,4.5,76.21102,Transit
TOI-172 b,TOI-172,9.477093,0.0914,10.817,0.965,1722.6386,5.42,0.3806,1198,,5645,1.78,1.13,342.831,3.99,-26.6928654,Transit
TOI-1728 b,TOI-1728,3.491477,0.0391,5.05,0.451,26.78,0.08426,0.057,767,M0,3980,0.62,0.65,60.798,4.66,64.7971531,Transit
TOI-1736 b,TOI-1736,7.073088,0.074,2.44,0.223,12.8,0.04,0.21,1076,,5807,1.15,1.08,88.9482,4.35,69.101345,Transit
TOI-1736 c,TOI-1736,570.1,1.381,,,2800,8.7,0.362,249,,5807,1.15,1.08,88.9482,4.35,69.101345,Radial Velocity
TOI-1739 b,TOI-1739,8.303342,0.0742,1.695,0.151,,,,756,,4922,0.75,0.79,70.9819,4.58,83.2586589,Transit
TOI-1749 b,TOI-1749,2.38839,0.0291,1.39,0.124,57,0.17934,0.14,831,M0 V,3985,0.55,0.58,99.5561,4.7,64.419466,Transit
TOI-1749 c,TOI-1749,4.4929,0.0443,2.12,0.189,14,0.04405,0.019,673,M0 V,3985,0.55,0.58,99.5561,4.7,64.419466,Transit
TOI-1749 d,TOI-1749,9.0497,0.0707,2.52,0.225,15,0.0472,0.062,533,M0 V,3985,0.55,0.58,99.5561,4.7,64.419466,Transit
TOI-1751 b,TOI-1751,37.46849,0.2116,2.77,0.247,14.5,0.04562,0,,,5996,1.2,0.9,113.335,4.24,63.5335297,Transit
TOI-1759 b,TOI-1759,18.8500825,0.11765,3.1,0.2795,8.8,0.02749,0,438,M0.0 V,4018.5,0.615,0.61,40.0654,4.575,62.7538164,Transit
TOI-178 b,TOI-178,1.914558,0.02607,1.152,0.103,1.5,0.00472,,1040,K,4316,0.65,0.65,62.699,4.45,-30.4541159,Transit
TOI-178 c,TOI-178,3.23845,0.037,1.669,0.149,4.77,0.01501,,873,K,4316,0.65,0.65,62.699,4.45,-30.4541159,Transit
TOI-178 d,TOI-178,6.5577,0.0592,2.572,0.229,3.01,0.00947,,690,K,4316,0.65,0.65,62.699,4.45,-30.4541159,Transit
TOI-178 e,TOI-178,9.961881,0.0783,2.207,0.197,3.86,0.01214,,600,K,4316,0.65,0.65,62.699,4.45,-30.4541159,Transit
TOI-178 f,TOI-178,15.231915,0.1039,2.287,0.204,7.72,0.02429,,521,K,4316,0.65,0.65,62.699,4.45,-30.4541159,Transit
TOI-178 g,TOI-178,20.7095,0.1275,2.87,0.256,3.94,0.0124,,470,K,4316,0.65,0.65,62.699,4.45,-30.4541159,Transit
TOI-1789 b,TOI-1789,3.20869115,0.04882,16.141,1.44,222.47988,0.7,,1927,F,5991,2.17,1.51,229.067,3.94,26.5399951,Transit
TOI-1801 b,TOI-1801,10.64387,,2.079,0.186,5.738,0.01805,0,494,M0.5+/-0.5 V,3863,0.55,0.56,30.6796,4.78,23.0270335,Transit
TOI-1807 b,TOI-1807,0.549373,0.01006,1.314,0.117,2.57,0.00809,0,2100,,4743.5,0.685,0.755,42.5775,4.6,38.9223671,Transit
TOI-181 b,TOI-181,4.532,0.0539,6.956,0.634,46.1687,0.1452,0.1543,895,K,4994,0.74,0.82,96.2338,4.61,-34.4914099,Transit
TOI-1811 b,TOI-1811,3.7130765,0.04389,11.142,0.994,308.92921,0.972,0.052,962,,4766,0.77,0.82,128.23,4.58,27.2143766,Transit
TOI-1820 b,TOI-1820,4.860674,0.061,12.778,1.14,731.00534,2.3,0.043,1375,,5734,1.51,1.04,248.504,4.24,27.4520016,Transit
TOI-1842 b,TOI-1842,9.5739,0.1001,11.657,1.04,68.01528,0.214,,,,6230,2.02,1.46,223.465,4.1,9.0306437,Transit
TOI-1853 b,TOI-1853,1.2436258,0.0213,3.46,0.309,73.2,0.23031,0.03,1479,K2.5 V,4985,0.81,0.84,165.105,4.49,16.9923703,Transit
TOI-1859 b,TOI-1859,63.48347,0.337,9.752,0.87,,,0.57,,,6341,1.36,1.29,224.385,4.29,69.5228726,Transit
TOI-1860 b,TOI-1860,1.0662107,0.0204,1.31,0.117,,,,1885,G V,5752,0.94,0.99,45.864,4.58,64.0476821,Transit
TOI-1899 b,TOI-1899,29.055156,0.1556,11.9935,1.07,211.356415,0.665,0.081,370,M0,3883.5,0.61,0.63,128.438,4.67,40.1433462,Transit
TOI-1937 A b,TOI-1937 A,0.94667944,0.01932,13.978,1.247,638.8351,2.01,0,2097,,5814,1.08,1.07,415.135,4.4,-52.3832587,Transit
TOI-198 b,TOI-198,10.2152,0.1,1.44,0.128,,,,368,M0 V,3650,0.44,0.47,23.7262,4.75,-27.1217452,Transit
TOI-199 b,TOI-199,104.854,0.4254,9.079,0.81,54.03083,0.17,0.09,,G9 V,5255,0.82,0.94,102.27,4.58,-59.8954326,Transit
TOI-199 c,TOI-199,273.69,0.807,,,88.99195,0.28,0.096,,G9 V,5255,0.82,0.94,102.27,4.58,-59.8954326,Transit Timing Variations
TOI-1994 b,TOI-1994,4.0337142,0.0613,13.675,1.22,7024.00779,22.1,0.341,2290,,7700,2.3,1.86,515.603,3.98,-51.756564,Transit
TOI-2000 b,TOI-2000,3.09833,0.04271,2.7,0.241,11,0.0347,0,1488,,5611,1.13,1.08,175.713,4.36,-66.6866307,Transit
TOI-2000 c,TOI-2000,9.127055,0.0878,8.14,0.727,81.7,0.257,0.063,1038,,5611,1.13,1.08,175.713,4.36,-66.6866307,Transit
TOI-201 b,TOI-201,52.9781885,0.3,11.299,1.008,133.4886,0.42,0.28,759,F6 V,6394,1.32,1.32,113.825,4.32,-54.910423,Transit
TOI-2010 b,TOI-2010,141.834025,0.5516,11.814,1.054,408.72733,1.286,0.212,400,F0,5929,1.08,1.11,109.19,4.42,53.4873694,Transit
TOI-2018 b,TOI-2018,7.435583,,2.268,0.202,9.2,0.02895,0,,K V,4174,0.62,0.57,27.9956,4.62,29.2078771,Transit
TOI-2025 b,TOI-2025,8.8720881,0.0906,12.2065,1.089,1271.31363,4,0.402,1166.5,,5928.5,1.51,1.26,335.985,4.18,82.2454143,Transit
TOI-2046 b,TOI-2046,1.4971842,,16.141,1.44,731.00534,2.3,,,F8 V,6250,1.21,1.13,289.668,4.3,74.3313055,Transit
TOI-2048 b,TOI-2048,13.79019,,2.61,0.233,,,0.13,,G V,5185,0.79,0.83,116.567,,52.3063083,Transit
TOI-206 b,TOI-206,0.7363104,0.0112,1.3,0.116,,,,910,,3383,0.35,0.35,47.7465,4.89,-62.521874,Transit
TOI-2068 b,TOI-2068,7.768915,0.0632,1.821,0.162,,,,521,,3710,0.54,0.56,52.9328,4.73,60.4183455,Transit
TOI-2076 b,TOI-2076,10.355413,0.06565,2.509,0.224,,,,833.5,K,5191.333333,0.763333333,0.84,41.9091,4.556666667,39.7903991,Transit
TOI-2076 c,TOI-2076,21.01538,0.0989,3.4385,0.307,,,,682,K,5193.5,0.765,0.835,41.9091,4.53,39.7903991,Transit
TOI-2076 d,TOI-2076,35.12537,0.13385,3.196,0.285,,,,589,K,5193.5,0.765,0.835,41.9091,4.53,39.7903991,Transit
TOI-2081 b,TOI-2081,10.50534,0.0752,2.04,0.182,,,,488,M1.0,3800,0.53,0.54,62.3446,4.5,53.0255666,Transit
TOI-2084 b,TOI-2084,6.0784247,0.05006,2.47,0.22,,,,527,M2+/-0.5,3551,0.47,0.45,114.549,4.75,72.7470231,Transit
TOI-2095 b,TOI-2095,17.664856,0.101,1.275,0.114,4.1,0.0129,0.06,347,M0.5-1.0 V,3710.5,0.445,0.455,41.9176,5.11,75.4185135,Transit
TOI-2095 c,TOI-2095,28.17226,0.1375,1.36,0.1215,7.4,0.02328,0.065,297,M0.5-1.0 V,3710.5,0.445,0.455,41.9176,5.11,75.4185135,Transit
TOI-2096 b,TOI-2096,3.1190633,0.025,1.243,0.111,,,0.15,445,M4,3300,0.23,0.23,48.4809,5.05,74.8272107,Transit
TOI-2096 c,TOI-2096,6.38784,0.04,1.914,0.171,,,0.1,349,M4,3300,0.23,0.23,48.4809,5.05,74.8272107,Transit
TOI-2109 b,TOI-2109,0.67247414,0.01791,15.098,1.347,1595.4986,5.02,,3646,F,6540,1.7,1.45,262.041,4.14,16.5799153,Transit
TOI-2134 b,TOI-2134,9.2292005,0.078,2.69,0.24,9.13,0.02873,0.06,666,K5 V,4580,0.71,0.74,22.6202,4.8,39.0729269,Transit
TOI-2134 c,TOI-2134,95.5,0.371,7.27,0.649,41.89,0.1318,0.67,306,K5 V,4580,0.71,0.74,22.6202,4.8,39.0729269,Transit
TOI-2136 b,TOI-2136,7.851921,0.054766667,2.16,0.192333333,8.69,0.027343333,0.023333333,392,M4.5 V,3360.333333,0.34,0.336666667,33.3631,4.903333333,36.5631318,Transit
TOI-2141 b,TOI-2141,18.26157,0.133,3.05,0.278,24,0.075,0.21,722,,5659,0.98,0.94,77.682,4.42,18.3403449,Transit
TOI-2145 b,TOI-2145,10.26075,0.1108,11.982,1.069,1671.77742,5.26,0.208,1484,,6177,2.75,1.72,224.731,3.79,40.6950428,Transit
TOI-2152 A b,TOI-2152,3.3773512,0.05064,14.359,1.281,899.45439,2.83,0.057,1802,F4 V,6630,1.61,1.52,303.006,4.21,77.7901231,Transit
TOI-2154 b,TOI-2154,3.8240801,0.0513,16.287,1.453,292.40213,0.92,0.117,1580,,6280,1.4,1.23,296.46,4.24,84.3642652,Transit
TOI-2158 b,TOI-2158,8.60077,0.075,10.761,0.96,260.61929,0.82,0.07,1188,,5673,1.41,1.12,198.473,4.19,20.5268868,Transit
TOI-216.01,TOI-216,34.52960933,0.2069,10.695,0.954,188.991955,0.594635,0.0168,497,,5026,0.81,0.836666667,177.945,4.66,-63.2603301,Transit
TOI-216.02,TOI-216,17.15091,0.1293,7.845,0.7,24.37594,0.076695,0.146,628,,5026,0.81,0.836666667,177.945,4.66,-63.2603301,Transit
TOI-2180 b,TOI-2180,260.3727467,0.828,11.321,1.01,875.61726,2.755,0.3683,348,G5,5695,1.64,1.11,116.685,4.06,56.6506789,Transit
TOI-2184 b,TOI-2184,6.90683,,11.4,1.017,206.58846,0.65,0.08,,,5966,2.9,1.53,788.317,3.7,-66.9476563,Transit
TOI-2193 A b,TOI-2193 A,2.1225735,0.03319,19.84,1.77,298.7587,0.94,0,1763,,5966,1.25,1.08,337.064,4.28,-72.8046404,Transit
TOI-2194 b,TOI-2194,15.337597,,1.989,0.177,,,,591,,4756,0.69,0.74,19.5711,4.7,-31.3351812,Transit
TOI-2196 b,TOI-2196,1.1947268,0.02234,3.51,0.313,26,0.08181,0,1860,G V,5634,1.04,1.03,259.947,4.42,-70.4850723,Transit
TOI-220 b,TOI-220,10.695264,0.08911,3.03,0.27,13.8,0.04342,0.032,805,K0 V,5298,0.86,0.82,90.7402,4.37,-61.9972098,Transit
TOI-2202 b,TOI-2202,11.9101,0.09564,11.321,1.01,310.83618,0.978,0.042,,K8 V,5144,0.79,0.82,235.933,4.55,-73.9575458,Transit
TOI-2202 c,TOI-2202,24.6744,0.15544,,,117.27868,0.369,0.0622,,K8 V,5144,0.79,0.82,235.933,4.55,-73.9575458,Transit Timing Variations
TOI-2207 b,TOI-2207,8.001968,0.0854,11.153,0.995,203.41018,0.64,0.174,1259,,6101,1.56,1.3,373.345,4.16,-44.8876181,Transit
TOI-2236 b,TOI-2236,3.5315902,0.05009,14.37,1.282,502.16888,1.58,0,1688,,6248,1.57,1.34,355.59,4.17,-86.979965,Transit
TOI-2257 b,TOI-2257,35.189346,0.145,2.194,0.196,,,0.496,256,M3,3430,0.31,0.33,57.7911,4.97,77.6617157,Transit
TOI-2260 b,TOI-2260,0.3524728,0.0097,1.62,0.145,,,,2609,G V,5534,0.94,0.99,101.251,4.62,49.0467891,Transit
TOI-2266 b,TOI-2266,2.326318,0.02,1.54,0.137,,,,550,M5.0+0.5-0.5,3200,0.24,0.23,51.6004,,31.5770413,Transit
TOI-2285 b,TOI-2285,27.26955,0.1363,1.74,0.155,19.5,0.06135,0.3,284,,3491,0.46,0.45,42.409,,58.7060934,Transit
TOI-2337 b,TOI-2337,2.99432,,10.088,0.9,508.52545,1.6,0.019,,,4780,3.22,1.32,536.046,3.5,60.8539035,Transit
TOI-2338 b,TOI-2338,22.65398,0.158,11.209,1,1900.61387,5.98,0.676,799,,5581,1.05,0.99,313.996,4.4,-34.6682491,Transit
TOI-2364 b,TOI-2364,4.0197517,0.04871,8.608,0.768,71.51139,0.225,0,1091,,5306,0.89,0.95,219.614,4.52,-5.0120298,Transit
TOI-237 b,TOI-237,5.4361225,0.0341,1.44,0.128,,,0,388,M4.5 V,3212,0.21,0.18,38.0749,5.04,-29.416487,Transit
TOI-2373 b,TOI-2373,13.33668,0.112,10.424,0.93,2955.80419,9.3,0.112,860,,5651,1.1,1.04,508.686,4.37,-16.7557546,Transit
TOI-238 b,TOI-238,1.27310655,0.02119,1.507,0.1345,3.4,0.0107,0.18,1384,K2V,5069.5,0.74,0.79,80.5407,4.58,-18.6066463,Transit
TOI-238 c,TOI-238,8.465651,0.0749,2.18,0.194,6.7,0.02108,0.36,696,K2V,5059,0.73,0.79,80.5407,4.58,-18.6066463,Radial Velocity
TOI-2406 b,TOI-2406,3.0766896,0.0228,2.94,0.262,,,0.26,447,M4 V,3100,0.2,0.16,55.419,5.04,-3.3720833,Transit
TOI-2411 b,TOI-2411,0.7826942,0.0144,1.68,0.15,,,,1355,,4099,0.68,0.65,59.5362,4.59,-8.7017944,Transit
TOI-2416 b,TOI-2416,8.275479,0.0831,9.864,0.88,953.48522,3,0.32,1080,,5808,1.24,1.12,557.733,4.3,-60.7871861,Transit
TOI-2421 b,TOI-2421,4.3474032,0.0543,10.368,0.925,105.83686,0.333,0,1534,,5607,1.75,1.13,327.927,4,-35.3909182,Transit
TOI-2427 b,TOI-2427,1.3060011,0.0202,1.8,0.161,,,,1117,,4072,0.65,0.64,28.5147,4.62,-31.3628665,Transit
TOI-244 b,TOI-244,7.3972425,0.06445,1.275,0.114,2.68,0.00843,,422.5,M2,3441.5,0.415,0.425,22.0337,4.705,-36.7179743,Transit
TOI-2443 b,TOI-2443,15.669494,,2.773,0.247,,,,601,,4357,0.73,0.66,23.9258,4.71,1.1996757,Transit
TOI-2445 b,TOI-2445,0.3711281,0.0064,1.25,0.112,,,,1060,,3333,0.27,0.25,48.582,4.97,0.0523366,Transit
TOI-2459 b,TOI-2459,19.104718,,2.953,0.263,,,,445,,4195,0.68,0.66,36.6113,4.6,-39.3730456,Transit
TOI-2497 b,TOI-2497,10.655669,0.1166,11.142,0.994,1531.93292,4.82,0.195,1595,,7360,2.36,1.86,285.289,3.96,11.8840577,Transit
TOI-2498 b,TOI-2498,3.738252,0.0491,6.06,0.541,34.62,0.10893,0.089,1443,,5905,1.26,1.12,275.265,4.3,11.2516477,Transit
TOI-251 b,TOI-251,4.9377477,0.05741,2.74,0.244,317.83,1,0,,,5875,0.88,1.04,99.523,4.56,-37.2558629,Transit
TOI-2524 b,TOI-2524,7.18585,0.073,11.209,1,203.41018,0.64,0,1100,,5831,1.12,1.01,438.842,4.34,-1.9126984,Transit
TOI-2525 b,TOI-2525,23.2856,0.1511,8.676,0.774,26.69759,0.084,0.17,,K8 V,5096,0.79,0.85,395.398,4.58,-60.5213081,Transit
TOI-2525 c,TOI-2525,49.2519,0.249,10.133,0.904,208.81326,0.657,0.157,,K8 V,5096,0.79,0.85,395.398,4.58,-60.5213081,Transit
TOI-2545 b,TOI-2545,7.994037,,2.75,0.245,,,,,,5846.29,1.25,1.05,107.118,4.27,-3.4208194,Transit
TOI-2567 b,TOI-2567,5.983944,0.0672,10.929,0.975,63.88351,0.201,0,1352,,5611,1.69,1.13,504.775,4.04,66.3479375,Transit
TOI-257 b,TOI-257,18.387933,0.1528,7.163,0.639,43.86032,0.138,0,1027,,6095,1.87,1.41,76.9028,4.04,-50.8322632,Transit
TOI-2570 b,TOI-2570,2.9887615,0.04145,13.641,1.217,260.61929,0.82,0,1431,,5771,1.09,1.06,361.857,4.38,32.0840435,Transit
TOI-2583 A b,TOI-2583 A,4.5207265,0.0571,14.46,1.29,79.4571,0.25,0,1456,,5936,1.48,1.22,566.189,4.18,45.3368996,Transit
TOI-2587 A b,TOI-2587 A,5.45664,0.0635,12.072,1.077,69.28659,0.218,0,1445,,5760,1.73,1.15,373.675,4.02,-1.073333,Transit
TOI-2589 b,TOI-2589,61.6277,0.3,12.106,1.08,1112.39942,3.5,0.522,592,,5579,1.07,0.93,200.273,4.35,-37.230948,Transit
TOI-262 b,TOI-262,11.14529,0.163,2.07,0.185,,,,584,K0 V,5310,0.85,0.91,43.932,4.54,-31.0706272,Transit
TOI-2641 b,TOI-2641,4.880974,0.0607,18.103,1.615,122.68177,0.386,0.18,1387,F9 V,6100,1.34,1.16,344.045,4.2,-42.7321394,Transit
TOI-2669 b,TOI-2669,6.2034,,19.728,1.76,193.87533,0.61,0.09,,,4800,4.1,1.19,393.443,3.29,-13.3125792,Transit
TOI-269 b,TOI-269,3.69771295,0.0345,2.77,0.247,8.8,0.02769,0.425,531,M2 V,3514,0.4,0.39,57.0225,4.83,-54.1777213,Transit
TOI-270 b,TOI-270,3.360129933,0.031285,1.2265,0.1095,1.58,0.00497,0.017,554.5,M3.0 V,3426,0.38,0.396666667,22.4793,4.87,-51.9573937,Transit
TOI-270 c,TOI-270,5.6604399,0.04623,2.3875,0.213,6.15,0.01935,0.0135,456,M3.0 V,3426,0.38,0.396666667,22.4793,4.87,-51.9573937,Transit
TOI-270 d,TOI-270,11.37985525,0.0727,2.151,0.191666667,4.78,0.01504,0.010666667,363.5,M3.0 V,3426,0.38,0.396666667,22.4793,4.87,-51.9573937,Transit
TOI-277 b,TOI-277,3.994,0.0269,2.65,0.236,,,,,,4031,0.36,0.16,64.6692,4.58,-20.9532772,Transit
TOI-2796 b,TOI-2796,4.8084983,0.0569,17.262,1.54,139.8445,0.44,0,1205,,5764,1.07,1.06,350.343,4.4,0.8962788,Transit
TOI-2803 A b,TOI-2803 A,1.96229325,0.03185,18.114,1.616,309.8827,0.975,0,1893,,6280,1.25,1.12,494.818,4.3,-23.4924956,Transit
TOI-2818 b,TOI-2818,4.039709,0.0493,15.278,1.363,225.65817,0.71,0,1376,,5721,1.23,0.98,312.674,4.25,-35.1167104,Transit
TOI-2842 b,TOI-2842,3.5514058,0.0475,12.845,1.146,117.59651,0.37,0,1471,,5910,1.26,1.14,460.995,4.29,-10.63934,Transit
TOI-2977 b,TOI-2977,2.3505614,0.03386,13.159,1.174,533.95172,1.68,0,1544,,5691,1.07,0.94,,4.35,-60.3574758,Transit
TOI-3023 b,TOI-3023,3.9014971,0.0505,16.432,1.466,197.05361,0.62,0,1596,,5760,1.67,1.12,389.916,4.05,-72.3567044,Transit
TOI-3082 b,TOI-3082,1.926907,,3.662,0.327,,,,1033,,4263,0.68,0.66,113.048,4.62,-19.2189845,Transit
TOI-3235 b,TOI-3235,2.59261842,0.02709,11.4,1.017,211.35589,0.665,0.029,604,M V,3388.8,0.37,0.39,72.811,4.9,-46.0665139,Transit
